taxids;name;type designation
269248;environmental samples;environmental samples <Ferroglobus>
269250;environmental samples;environmental samples <Methanothermococcus>
269255;environmental samples;environmental samples <Micantisolum>
269262;environmental samples;environmental samples <Salsamentum>
269674;environmental samples;environmental samples <Oceanospirillum>
269676;environmental samples;environmental samples <Bdellovibrionaceae>
269678;environmental samples;environmental samples <Anaerofilum>
269883;environmental samples;environmental samples <Nitrosococcus>
270355;environmental samples;environmental samples <Wolinella>
271057;environmental samples;environmental samples <Pandoraea>
271059;environmental samples;environmental samples <Lysobacter>
271084;environmental samples;environmental samples <Hydrogenophilaceae>
273374;environmental samples;environmental samples <Alkaliphilus>
274043;environmental samples;environmental samples <Thermofilaceae>
274585;environmental samples;environmental samples <Flexistipes>
278066;environmental samples;environmental samples <Sneathia>
278092;environmental samples;environmental samples <Victivallales>
278094;environmental samples;environmental samples <Lentisphaerae>
278207;environmental samples;environmental samples <Spirosoma>
279149;environmental samples;environmental samples <Arcicella>
281271;environmental samples;environmental samples <Syntrophobacter>
281273;environmental samples;environmental samples <Pelotomaculum>
281275;environmental samples;environmental samples <Smithella>
281276;environmental samples;environmental samples <Syntrophomonas>
281693;environmental samples;environmental samples <Fusarium>
281696;environmental samples;environmental samples <Methylobacillus>
281698;environmental samples;environmental samples <Aminomonas>
281700;environmental samples;environmental samples <Pseudoxanthomonas>
282456;environmental samples;environmental samples <Pythiales>
282463;environmental samples;environmental samples <gregarines>
282466;environmental samples;environmental samples <Armophorida>
282468;environmental samples;environmental samples <Loxodida>
282476;environmental samples;environmental samples <Peritrichia>
282478;environmental samples;environmental samples <Trentepohliales>
282481;environmental samples;environmental samples <Bicosoecida>
282485;environmental samples;environmental samples <Haptorida>
282487;environmental samples;environmental samples <Apicomplexa>
282489;environmental samples;environmental samples <Stentoridae>
282490;environmental samples;environmental samples <Urostylidae>
282491;environmental samples;environmental samples <Tubificina>
282494;environmental samples;environmental samples <Oxytrichidae>
282495;Oxytrichidae environmental sample;
282506;environmental samples;environmental samples <Ustilaginomycetes>
282508;environmental samples;environmental samples <Pezizomycotina>
282510;environmental samples;environmental samples <Chytridiales>
282523;environmental samples;environmental samples <Gastrotricha>
282526;environmental samples;environmental samples <Caldisphaera>
282528;environmental samples;environmental samples <teleostean fishes>
282529;teleost environmental sample;
283062;eukaryotic picoplankton environmental sample;
284010;environmental samples;environmental samples <Klebsiella>
284585;environmental samples;environmental samples <Anostraca>
284586;Artemia environmental sample;
284586;Artemia environmental samples;
285272;environmental samples;environmental samples <Thalassolituus>
285726;environmental samples;environmental samples <Anaerophaga>
286132;environmental samples;environmental samples <Sutterella>
286135;environmental samples;environmental samples <Coriobacterium>
286137;environmental samples;environmental samples <Dorea>
286139;environmental samples;environmental samples <Megamonas>
286141;environmental samples;environmental samples <Catenibacterium>
286143;environmental samples;environmental samples <Percomorpharia>
286144;percomorph environmental sample;
286548;environmental samples;environmental samples <Kluyvera>
286550;environmental samples;environmental samples <Propionicimonas>
286555;environmental samples;environmental samples <Ethanoligenens>
286559;environmental samples;environmental samples <Pluteaceae>
287949;environmental samples;environmental samples <Asaia>
289360;environmental samples;environmental samples <Marinobacterium>
290432;environmental samples;environmental samples <Helicobacteraceae>
290593;environmental samples;environmental samples <Rhodanobacter>
290595;environmental samples;environmental samples <Dactylosporangium>
290598;environmental samples;environmental samples <Alicyclobacillus>
290601;environmental samples;environmental samples <Roseiflexus>
290603;environmental samples;environmental samples <Tsukamurella>
290605;environmental samples;environmental samples <Herpetosiphon>
290607;environmental samples;environmental samples <Stigmatella>
291137;environmental samples;environmental samples <Oleomonas>
291201;environmental samples;environmental samples <Staleya>
291203;environmental samples;environmental samples <Owenweeksia>
291421;environmental samples;environmental samples <Thermonema>
291423;environmental samples;environmental samples <Chlorogloeopsis>
291425;environmental samples;environmental samples <Fischerella>
291427;environmental samples;environmental samples <Fervidobacterium>
291429;environmental samples;environmental samples <Loktanella>
291827;environmental samples;environmental samples <Parvibaculum>
291830;environmental samples;environmental samples <Thioalcalovibrio>
291833;environmental samples;environmental samples <sulfur-oxidizing symbionts>
291844;environmental samples;environmental samples <Sulfurimonas>
291846;environmental samples;environmental samples <Fusibacter>
292274;environmental samples;environmental samples <Pseudaminobacter>
292276;environmental samples;environmental samples <Novosphingobium>
292408;environmental samples;environmental samples <Methanomicrobium>
292410;environmental samples;environmental samples <Thermoplasmataceae>
292463;environmental samples;environmental samples <Helotiales>
292468;environmental samples;environmental samples <Malasseziales>
293173;environmental samples;environmental samples <Desulfonatronum>
293176;environmental samples;environmental samples <Anaerospora>
293298;environmental samples;environmental samples <Rhodobiaceae>
293300;environmental samples;environmental samples <Sporichthyaceae>
293302;environmental samples;environmental samples <Syntrophaceae>
293314;environmental samples;environmental samples <Leisingera>
293323;environmental samples;environmental samples <Chromatiales>
293325;environmental samples;environmental samples <Acetivibrio>
293327;environmental samples;environmental samples <Filomicrobium>
293329;environmental samples;environmental samples <Thiorhodovibrio>
293332;environmental samples;environmental samples <Roseivivax>
293334;environmental samples;environmental samples <Oceanospirillales>
293336;environmental samples;environmental samples <Plantibacter>
293338;environmental samples;environmental samples <Thiotrichales>
293342;environmental samples;environmental samples <Alteromonadales>
293346;environmental samples;environmental samples <Jannaschia>
293397;environmental samples;environmental samples <Desulfuromonadaceae>
293399;environmental samples;environmental samples <Rhodobacterales>
293401;environmental samples;environmental samples <Desulfobulbaceae>
293404;environmental samples;environmental samples <Sphingomonadales>
293421;environmental samples;environmental samples <Eggerthella>
293423;environmental samples;environmental samples <Gardnerella>
293426;environmental samples;environmental samples <Mobiluncus>
293427;environmental samples;environmental samples <Anaerococcus>
293429;environmental samples;environmental samples <Ureaplasma>
293434;environmental samples;environmental samples <Anaeromyxobacter>
295257;environmental samples;environmental samples <Archaeosporaceae>
295280;environmental samples;environmental samples <Leptosphaeriaceae>
296139;environmental samples;environmental samples <candidate division TG2>
296142;environmental samples;environmental samples <Chitinivibrionia>
296822;environmental samples;environmental samples <Dermatophilus>
296824;environmental samples;environmental samples <Opitutus>
296826;environmental samples;environmental samples <Hydrocarboniphaga>
296829;environmental samples;environmental samples <Rhodospirillales>
296831;environmental samples;environmental samples <Xylophilus>
297239;environmental samples;environmental samples <Rhizobium/Agrobacterium group>
297315;environmental samples;environmental samples <Turicibacter>
298327;environmental samples;environmental samples <Synechocystis>
298391;environmental samples;environmental samples <Thiomargarita>
298393;environmental samples;environmental samples <Thiotrichaceae>
298569;environmental samples;environmental samples <Brevinema>
298572;environmental samples;environmental samples <Runella>
298658;environmental samples;environmental samples <Algibacter>
299476;environmental samples;environmental samples <Pyronemataceae>
299611;environmental samples;environmental samples <Thelephorales>
299613;environmental samples;environmental samples <Suillaceae>
300026;environmental samples;environmental samples <Mycoplasmataceae>
300164;environmental samples;environmental samples <Diversisporales>
300308;environmental samples;environmental samples <Pasteurellaceae>
300642;environmental samples;environmental samples <Metopus>
300645;environmental samples;environmental samples <Crustacea>
300696;environmental samples;environmental samples <Ichthyosporea>
300848;environmental samples;environmental samples <Morganella>
302169;environmental samples;environmental samples <Borreliella>
302194;environmental samples;environmental samples <Nitrococcus>
302198;environmental samples;environmental samples <Nannocystis>
303391;environmental samples;environmental samples <Terrahaemophilus>
303754;environmental samples;environmental samples <Gelria>
303758;environmental samples;environmental samples <Thermoanaerobacteriaceae>
304888;environmental samples;environmental samples <Kribbella>
305354;environmental samples;environmental samples <Chlamydiae>
305972;environmental samples;environmental samples <Deferribacter>
305974;environmental samples;environmental samples <Halochromatium>
306593;environmental samples;environmental samples <Salinospora>
307248;environmental samples;environmental samples <Sporomusa>
307552;environmental samples;environmental samples <Desulfurococcales>
307812;environmental samples;environmental samples <Adenoviridae>
307814;environmental samples;environmental samples <Thalassiosiraceae>
307824;environmental samples;environmental samples <Cellulosimicrobium>
308758;environmental samples;environmental samples <Deferribacterales>
308967;environmental samples;environmental samples <Olpidiaceae>
309163;environmental samples;environmental samples <Dunaliella>
309165;environmental samples;environmental samples <Salinibacter>
309168;environmental samples;environmental samples <Hydrogenothermus>
309170;environmental samples;environmental samples <Chlorobium>
309172;environmental samples;environmental samples <Archaeoglobales>
309808;environmental samples;environmental samples <Symphyonemopsis>
309810;environmental samples;environmental samples <Gloeothece>
309812;environmental samples;environmental samples <Arthrospira>
309853;environmental samples;environmental samples <Colwelliaceae>
309858;environmental samples;environmental samples <Shewanellaceae>
309902;environmental samples;environmental samples <Ignicoccus>
309904;environmental samples;environmental samples <Picrophilus>
310061;environmental samples;environmental samples <Geothermobacterium>
310063;environmental samples;environmental samples <Vulcanisaeta>
310066;environmental samples;environmental samples <Anaerolinaceae>
310068;environmental samples;environmental samples <Acidianus>
310070;environmental samples;environmental samples <Acidimicrobiales>
310072;environmental samples;environmental samples <Cyanidioschyzon>
310077;environmental samples;environmental samples <Sulfolobaceae>
310082;environmental samples;environmental samples <Thermofilum>
310085;environmental samples;environmental samples <Staphylothermus>
310087;environmental samples;environmental samples <Thermoproteus>
310088;environmental samples;environmental samples <Thermoactinomycetaceae>
310090;environmental samples;environmental samples <Rhodopila>
310092;environmental samples;environmental samples <Syntrophomonadaceae>
310448;environmental samples;environmental samples <Oceanimonas>
310472;environmental samples;environmental samples <Dothioraceae>
310475;environmental samples;environmental samples <Phyllachoraceae>
310499;environmental samples;environmental samples <Gloeotrichia>
310501;environmental samples;environmental samples <Geitlerinema>
310577;environmental samples;environmental samples <Diaphorobacter>
310580;environmental samples;environmental samples <Sphingopyxis>
310605;environmental samples;environmental samples <Roseomonas>
310607;environmental samples;environmental samples <Xanthobacter>
310609;environmental samples;environmental samples <Erysipelothrix>
310699;environmental samples;environmental samples <Deinococci>
310702;environmental samples;environmental samples <Deinococcales>
310705;environmental samples;environmental samples <Deinococcaceae>
310754;environmental samples;environmental samples <Cryptosporidium>
311469;environmental samples;environmental samples <Acoela>
311546;environmental samples;environmental samples <Dolosigranulum>
312018;environmental samples;environmental samples <Entotheonella>
312129;environmental samples;environmental samples <Helvellaceae>
312135;environmental samples;environmental samples <Mortierellaceae>
312137;environmental samples;environmental samples <Sclerodermataceae>
312140;environmental samples;environmental samples <Dermateaceae>
312142;environmental samples;environmental samples <Pleosporaceae>
312144;environmental samples;environmental samples <Xylariales>
312148;environmental samples;environmental samples <Polynucleobacter>
312280;environmental samples;environmental samples <Tracheophyta>
312281;Tracheophyta environmental sample;
312281;tracheophyte environmental sample;
312629;environmental samples;environmental samples <Sporobacterium>
312866;environmental samples;environmental samples <Geodermatophilaceae>
313408;environmental samples;environmental samples <Beijerinckia>
314007;environmental samples;environmental samples <Cupriavidus>
314298;environmental samples;environmental samples <Cyanidiales>
314576;Acanthamoeba environmental sample;
315287;environmental samples;environmental samples <Porifera>
315520;environmental samples;environmental samples <Taphrinales>
315752;environmental samples;environmental samples <Labyrinthulida>
315781;environmental samples;environmental samples <Centroheliozoa>
315792;environmental samples;environmental samples <Dictyochophyceae>
315794;environmental samples;environmental samples <Euglenozoa>
316071;environmental samples;environmental samples <Skermanella>
316079;environmental samples;environmental samples <Chelatococcus>
316084;environmental samples;environmental samples <Sandaracinobacter>
316086;environmental samples;environmental samples <Sphingobium>
316090;environmental samples;environmental samples <Tropheryma>
316092;environmental samples;environmental samples <Eikenella>
316095;environmental samples;environmental samples <Streptobacillus>
316099;environmental samples;environmental samples <Coxiellaceae>
316333;environmental samples;environmental samples <Lecanoraceae>
316341;environmental samples;environmental samples <Chaetothyriales>
316464;environmental samples;environmental samples <Foraminifera>
316514;environmental samples;environmental samples <Sebacinales>
316980;environmental samples;environmental samples <Sclerotiniaceae>
316985;environmental samples;environmental samples <Dacrymycetales>
316987;environmental samples;environmental samples <Auriculariales>
316992;environmental samples;environmental samples <Exobasidiales>
317501;aff. Microstomum environmental sample;
317502;aff. Limnodrilus environmental sample;
317505;environmental samples;environmental samples <Rotifera>
317506;Bdelloidea environmental sample;
317902;environmental samples;environmental samples <Chlorellales>
318118;environmental samples;environmental samples <Ensifer>
318120;environmental samples;environmental samples <Thermomonas>
318148;environmental samples;environmental samples <Choreotrichida>
318149;environmental samples;environmental samples <Tintinnida>
318150;environmental samples;environmental samples <Pleuronematida>
318152;environmental samples;environmental samples <Prorodontida>
318158;environmental samples;environmental samples <Eugregarinida>
318172;environmental samples;environmental samples <Oligohymenophorea>
318178;environmental samples;
318181;environmental samples;environmental samples <Spirotrichea>
318188;environmental samples;environmental samples <Vestibuliferida>
318192;environmental samples;environmental samples <Euplotida>
318214;environmental samples;environmental samples <Phyllopharyngea>
318221;environmental samples;environmental samples <Hypotrichia>
318229;environmental samples;environmental samples <Litostomatea>
318235;environmental samples;environmental samples <Cryptomonadaceae>
318243;environmental samples;environmental samples <Sphenomonadales>
318247;environmental samples;environmental samples <Trichomonadida>
318420;environmental samples;environmental samples <Ferribacterium>
318436;environmental samples;environmental samples <Paxillaceae>
318440;environmental samples;environmental samples <Elaphomycetaceae>
319048;environmental samples;environmental samples <Spiroplasma>
319050;environmental samples;environmental samples <Anaplasma>
319697;environmental samples;environmental samples <Tilioideae>
319956;environmental samples;environmental samples <Brochothrix>
320035;environmental samples;environmental samples <candidate division VC2>
320309;environmental samples;environmental samples <Gyrodontaceae>
320315;environmental samples;environmental samples <Hygrophoraceae>
321638;environmental samples;environmental samples <Francisella>
321819;environmental samples;environmental samples <Asterochloris group>
321826;environmental samples;environmental samples <Acantharea>
321829;environmental samples;environmental samples <Colpodea>
321832;environmental samples;environmental samples <Perkinsidae>
321833;environmental samples;environmental samples <Bodonidae>
321834;environmental samples;environmental samples <Kinetoplastida>
321835;environmental samples;environmental samples <Glaucocystophyceae>
321836;environmental samples;environmental samples <Vahlkampfiidae>
321837;environmental samples;environmental samples <Oxymonadidae>
321838;environmental samples;environmental samples <Pyrsonymphidae>
321839;environmental samples;environmental samples <Polycystinea>
321840;environmental samples;environmental samples <Coscinodiscophyceae>
321841;environmental samples;environmental samples <Podoviridae>
321842;environmental samples;environmental samples <Picornaviridae>
321929;environmental samples;environmental samples <Oxalobacteraceae>
321930;environmental samples;environmental samples <Myxococcaceae>
322068;environmental samples;environmental samples <Parabasalidea>
322070;environmental samples;environmental samples <Pelagophyceae>
322073;environmental samples;environmental samples <Enterovirus>
322089;environmental samples;environmental samples <Nosema>
322090;environmental samples;environmental samples <Boletales>
323747;environmental samples;environmental samples <Cyanidiaceae>
325448;environmental samples;environmental samples <Pseudonocardiaceae>
325897;environmental samples;environmental samples <Neocallimastigales>
326174;environmental samples;environmental samples <Halothiobacillus>
326287;environmental samples;environmental samples <Buddenbrockia>
326289;environmental samples;environmental samples <Imtechium>
326291;environmental samples;environmental samples <Alkanindiges>
326293;environmental samples;environmental samples <Curvibacter>
326295;environmental samples;environmental samples <Paucimonas>
326380;environmental samples;environmental samples <Cyanobium>
327422;environmental samples;environmental samples <Aphelenchoides>
327430;environmental samples;environmental samples <Clarkus>
327438;environmental samples;environmental samples <Ditylenchus>
327439;environmental samples;environmental samples <Eudorylaimus>
327443;environmental samples;environmental samples <Ironus>
327462;environmental samples;environmental samples <Pratylenchus>
327468;environmental samples;environmental samples <Radopholus>
327477;environmental samples;environmental samples <Tobrilus>
328008;environmental samples;environmental samples <Finegoldia>
328380;environmental samples;environmental samples <Tardigrada>
328382;environmental samples;environmental samples <Mollusca>
328405;environmental samples;environmental samples <Methanocaldococcus>
328471;environmental samples;environmental samples <Orbiliales>
328690;environmental samples;environmental samples <Muridae>
328691;Muridae environmental sample;
328819;environmental samples;environmental samples <Rickettsia spotted fever group>
329269;environmental samples;environmental samples <Haloquadra>
329529;environmental samples;environmental samples <Xylella fastidiosa>
329654;marine Metazoa environmental sample;
329910;environmental samples;environmental samples <Peptococcaceae>
329919;environmental samples;environmental samples <Saccharomycetaceae>
329926;environmental samples;environmental samples <Geleiidae>
329928;environmental samples;environmental samples <Protostomatida>
330803;environmental samples;environmental samples <Bolbitiaceae>
331628;environmental samples;environmental samples <Peptostreptococcaceae>
331631;environmental samples;environmental samples <Coriobacteriaceae>
331633;environmental samples;environmental samples <Rikenellaceae>
331963;environmental samples;environmental samples <Curtobacterium>
331969;environmental samples;environmental samples <Wolbachieae>
332037;environmental samples;environmental samples <Geodermatophilus>
332039;environmental samples;environmental samples <Intrasporangium>
332313;environmental samples;environmental samples <Strophariaceae>
332316;environmental samples;environmental samples <Hypocreaceae>
332317;environmental samples;environmental samples <Nectriaceae>
332320;environmental samples;environmental samples <Chaetomiaceae>
332326;environmental samples;environmental samples <Myxotrichaceae>
332345;environmental samples;environmental samples <Jeotgalibacillus>
332347;environmental samples;environmental samples <Anaerobranca>
332363;environmental samples;environmental samples <Skermania>
332612;environmental samples;environmental samples <Anaplasmataceae>
332697;environmental samples;environmental samples <Myroides>
332958;environmental samples;environmental samples <Leclercia>
332960;environmental samples;environmental samples <Lyngbya>
332962;environmental samples;environmental samples <Leptolyngbya>
332964;environmental samples;environmental samples <Halospirulina>
332966;environmental samples;environmental samples <Trichodesmium>
332968;environmental samples;environmental samples <Xenococcus>
332971;environmental samples;environmental samples <Calothrix>
333469;environmental samples;environmental samples <Helobdella>
333471;environmental samples;environmental samples <Oligochaeta>
333472;Oligochaeta environmental sample;
333473;environmental samples;environmental samples <Pisciola>
333475;environmental samples;environmental samples <Asellus>
333477;environmental samples;environmental samples <Cyclopoida>
333479;environmental samples;environmental samples <Harpacticoida>
333481;environmental samples;environmental samples <Ostracoda>
333482;ostracod environmental sample;
333483;environmental samples;environmental samples <Chydoridae>
333485;environmental samples;environmental samples <Bythinia>
333487;environmental samples;environmental samples <Gyratrix>
333489;environmental samples;environmental samples <Aphanolaimus>
333491;environmental samples;environmental samples <Cephalobus>
333493;environmental samples;environmental samples <Epidorylaimus>
333495;environmental samples;environmental samples <Monhystera>
333497;environmental samples;environmental samples <Paractinolaimus.>
333499;environmental samples;environmental samples <Plectus>
333501;environmental samples;environmental samples <Tripyla>
333502;environmental samples;environmental samples <Tylenchus>
333504;environmental samples;environmental samples <Habrotrochidae>
333507;environmental samples;environmental samples <Bdelloidea>
333510;environmental samples;environmental samples <Brachionidae>
333705;environmental samples;environmental samples <Methanothermobacter>
333803;environmental samples;environmental samples <Acari>
333804;Acari environmental sample;
333805;environmental samples;environmental samples <Brachycera>
333806;Brachycera environmental sample;
333807;environmental samples;environmental samples <Ceratopogonidae>
333808;Ceratopogonidae environmental sample;
333809;environmental samples;environmental samples <Chironomidae>
333810;Chironomidae environmental sample;
333811;environmental samples;environmental samples <Culex>
333812;Culex environmental sample;
333813;environmental samples;environmental samples <Tabanidae>
333814;Tabanidae environmental sample;
333824;environmental samples;environmental samples <Nematocera>
333825;Nematocera environmental sample;
333826;environmental samples;environmental samples <Diptera>
333827;Diptera environmental sample;
333828;environmental samples;environmental samples <Ephemeroptera>
333829;Ephemeroptera environmental sample;
333830;environmental samples;environmental samples <Thraustochytriidae>
333833;environmental samples;environmental samples <Rhithrogena>
333834;Rhithrogena environmental sample;
333834;Rithrogena environmental sample;
333835;environmental samples;environmental samples <Caenidae>
333836;Caenidae environmental sample;
333838;environmental samples;environmental samples <Potamanthidae>
333839;Potamanthidae environmental sample;
333840;environmental samples;environmental samples <Notonecta>
333841;Notonecta environmental sample;
333842;environmental samples;environmental samples <Osmia>
333843;Osmia environmental sample;
333845;environmental samples;environmental samples <Limnephilidae>
333846;Limnephilidae environmental sample;
333847;environmental samples;environmental samples <Trichoptera>
333848;Trichoptera environmental sample;
334536;environmental samples;environmental samples <Planktothrix>
334579;environmental samples;environmental samples <Propionivibrio>
335292;environmental samples;environmental samples <Sordariomycetidae>
335293;environmental samples;environmental samples <Coniochaetales>
335374;environmental samples;environmental samples <Cryocola>
335376;environmental samples;environmental samples <Frigoribacterium>
335378;environmental samples;environmental samples <Amycolatopsis>
335380;environmental samples;environmental samples <Friedmanniella>
335421;environmental samples;environmental samples <Scyllaridae>
335423;environmental samples;environmental samples <Scyllarus>
335425;environmental samples;environmental samples <Panulirus>
335427;environmental samples;environmental samples <Urochordata>
335433;environmental samples;environmental samples <Venturiaceae>
335436;environmental samples;environmental samples <Chytridiaceae>
335986;environmental samples;environmental samples <Thermacetogenium>
335988;environmental samples;environmental samples <Thermovenabulum>
335990;environmental samples;environmental samples <Coprothermobacter>
336085;environmental samples;environmental samples <Vibrionales>
336723;environmental samples;environmental samples <Myoviridae>
336764;environmental samples;environmental samples <Spirulina>
336957;environmental samples;environmental samples <Erysiphaceae>
337216;environmental samples;environmental samples <Leminorella>
337218;environmental samples;environmental samples <Kineococcus>
337244;environmental samples;environmental samples <Oxalobacter>
337246;environmental samples;environmental samples <Candidatus Phlomobacter>
337519;environmental samples;environmental samples <Halobacillus>
337520;environmental samples;environmental samples <Schlegelella>
337522;environmental samples;environmental samples <Rhodomicrobium>
337801;environmental samples;environmental samples <Cryobacterium>
337814;environmental samples;environmental samples <Planococcus>
337819;environmental samples;environmental samples <Aeromicrobium>
338820;environmental samples;environmental samples <Rhodocyclales>
338824;environmental samples;environmental samples <Thiobacter>
338826;environmental samples;environmental samples <Denitratisoma>
338953;environmental samples;environmental samples <Paracraurococcus>
339166;environmental samples;environmental samples <Lactobacillales>
339337;environmental samples;environmental samples <Allisonella>
339339;environmental samples;environmental samples <Chitinophaga>
339342;environmental samples;environmental samples <Dermacoccus>
340016;virus environmental sample;
340051;environmental samples;environmental samples <Kathablepharidae>
340358;environmental samples;environmental samples <Leifsonia>
340360;environmental samples;environmental samples <Pigmentiphaga>
340704;environmental samples;environmental samples <Aphanizomenon>
340709;environmental samples;environmental samples <Nostoc>
341039;environmental samples;environmental samples <Desulfotignum>
341152;environmental samples;environmental samples <Ochromonadaceae>
341154;environmental samples;environmental samples <Colpodellidae>
341156;environmental samples;environmental samples <Oocystaceae>
341158;environmental samples;environmental samples <Pedinellales>
341160;environmental samples;environmental samples <Cafeteriaceae>
341162;environmental samples;environmental samples <Dunaliellaceae>
341164;environmental samples;environmental samples <Chlorarachniophyceae>
342095;environmental samples;environmental samples <Achnanthales>
342098;environmental samples;environmental samples <Bacillariaceae>
342100;environmental samples;environmental samples <Heteropediaceae>
342102;environmental samples;environmental samples <Lecanoromycetes>
342324;environmental samples;environmental samples <Exobasidiomycetidae>
342449;environmental samples;environmental samples <Acaryochloris>
342868;environmental samples;environmental samples <Ophryoscolecidae>
342870;environmental samples;environmental samples <Dasytricha>
343859;environmental samples;environmental samples <Akashiwo>
343861;environmental samples;environmental samples <Gyrodinium>
343863;environmental samples;environmental samples <Euplotes>
344009;environmental samples;environmental samples <Photorhabdus>
344024;environmental samples;environmental samples <Pelospora>
344028;environmental samples;environmental samples <Halanaerobacter>
345153;environmental samples;environmental samples <Brucellaceae>
345626;environmental samples;environmental samples <Methanococcales>
345628;environmental samples;environmental samples <Methanopyrales>
345726;environmental samples;environmental samples <Desulfovibrionales>
345903;environmental samples;environmental samples <Acholeplasmatales>
345909;environmental samples;environmental samples <Oceanobacter>
346637;environmental samples;environmental samples <Bacteriovorax>
346639;environmental samples;environmental samples <Erythrobacteraceae>
346659;environmental samples;environmental samples <Colpoda>
346660;environmental samples;environmental samples <Platyamoeba>
346662;environmental samples;environmental samples <Bursaria>
346906;environmental samples;environmental samples <Methanospirillaceae>
346908;environmental samples;environmental samples <Methanomicrobia>
347539;environmental samples;environmental samples <Marine Group III>
348138;environmental samples;environmental samples <Saprospira>
348140;environmental samples;environmental samples <Syntrophobacterales>
348142;environmental samples;environmental samples <Aequorivita>
348144;environmental samples;environmental samples <Croceibacter>
348148;environmental samples;environmental samples <Caldithrix>
348577;environmental samples;environmental samples <Porphyromonadaceae>
348579;environmental samples;environmental samples <Sedimentibacter>
348838;environmental samples;environmental samples <Moorella group>
349264;environmental samples;environmental samples <Atopostipes>
349266;environmental samples;environmental samples <Inquilinus>
349268;environmental samples;environmental samples <Phaeospirillum>
349270;environmental samples;environmental samples <Johnsonella>
349272;environmental samples;environmental samples <Phenylobacterium>
349274;environmental samples;environmental samples <Candidatus Microthrix>
349276;environmental samples;environmental samples <Rubrobacteraceae>
349278;environmental samples;environmental samples <Planococcaceae>
349280;environmental samples;environmental samples <Roseococcus>
349282;environmental samples;environmental samples <Thermoleophilaceae>
349403;environmental samples;environmental samples <Richelia>
349915;environmental samples;environmental samples <Sanguibacteraceae>
349917;environmental samples;environmental samples <Brachymonas>
349919;environmental samples;environmental samples <Coriobacteriales>
349921;environmental samples;environmental samples <Carnobacteriaceae>
349923;environmental samples;environmental samples <Actinomycetaceae>
349958;environmental samples;environmental samples <Spirillum>
350690;environmental samples;environmental samples <Geoglossaceae>
350807;aquatic eukaryote environmental sample;
351056;environmental samples;environmental samples <Legionellales>
351359;environmental samples;environmental samples <Dyella>
352150;environmental samples;environmental samples <Enhygromyxa>
352344;environmental samples;environmental samples <Crossiella>
352346;environmental samples;environmental samples <Saccharothrix>
352377;environmental samples;environmental samples <Heterolobosea>
352959;environmental samples;environmental samples <Campylobacterales>
353794;environmental samples;environmental samples <Sporosarcina>
353857;environmental samples;environmental samples <Oceanisphaera>
354117;environmental samples;environmental samples <Victivallis>
355923;environmental samples;environmental samples <Lentisphaerales>
355925;environmental samples;environmental samples <Cenarchaeum>
358423;environmental samples;environmental samples <Amanitaceae>
358429;environmental samples;environmental samples <Gomphaceae>
358593;environmental samples;environmental samples <Moellerella>
358595;environmental samples;environmental samples <Bizionia>
358597;environmental samples;environmental samples <Arenibacter>
359135;environmental samples;environmental samples <Melanogastraceae>
359177;environmental samples;environmental samples <Scathophagidae>
359178;Scathophagidae environmental sample;
359179;environmental samples;environmental samples <Cicindelidae>
359180;Cicindelidae environmental sample;
359181;environmental samples;environmental samples <Cecidomyiidae>
359182;Cecidomyiidae environmental sample;
359183;environmental samples;environmental samples <Culicidae>
359184;Culicidae environmental sample;
359185;environmental samples;environmental samples <Kalotermitidae>
359186;Kalotermitidae environmental sample;
359371;environmental samples;environmental samples <Salinisphaera>
359373;environmental samples;environmental samples <Sterolibacterium>
360014;environmental samples;environmental samples <Achromatium>
360127;environmental samples;environmental samples <candidate division MSBL2>
360128;environmental samples;environmental samples <candidate division MSBL3>
360129;environmental samples;environmental samples <candidate division NT-B4>
360130;environmental samples;environmental samples <candidate division MSBL4>
360131;environmental samples;environmental samples <candidate division MSBL5>
360132;environmental samples;environmental samples <candidate division MSBL6>
360906;environmental samples;environmental samples <Gallionella>
360908;environmental samples;environmental samples <Pelomonas>
361434;environmental samples;environmental samples <Mesoplasma>
361585;environmental samples;environmental samples <Anaerovibrio>
361672;environmental samples;environmental samples <Ustilaginaceae>
362225;environmental samples;environmental samples <Microbotryomycetidae>
362444;environmental samples;environmental samples <Peredibacter>
362446;environmental samples;environmental samples <Micavibrio>
362689;environmental samples;environmental samples <Nannochloropsis>
362734;environmental samples;environmental samples <Lymnaeoidea>
362735;Lymnaeoidea environmental sample;
362736;environmental samples;environmental samples <Monogononta>
362738;environmental samples;environmental samples <Trematoda>
362739;Trematoda environmental sample;
363179;environmental samples;environmental samples <Methylococcales>
363477;environmental samples;environmental samples <candidate division GN14>
363478;environmental samples;environmental samples <Gracilibacteria>
363479;environmental samples;environmental samples <candidate division GN03>
363480;environmental samples;environmental samples <candidate division GN04>
363481;environmental samples;environmental samples <candidate division GN05>
363482;environmental samples;environmental samples <candidate division GN06>
363483;environmental samples;environmental samples <candidate division GN07>
363484;environmental samples;environmental samples <candidate division GN08>
363485;environmental samples;environmental samples <candidate division GN09>
363486;environmental samples;environmental samples <candidate division GN1>
363487;environmental samples;environmental samples <candidate division GN10>
363488;environmental samples;environmental samples <candidate division GN11>
363489;environmental samples;environmental samples <candidate division GN12>
363490;environmental samples;environmental samples <candidate division GN13>
363491;environmental samples;environmental samples <candidate division VadinBE97>
364291;environmental samples;environmental samples <Phaeosphaeriaceae>
